topic,term,beta,decade,topic_name
1,reading,0.040413649,d1_1969-1979,"Testing, reading comprehension"
1,rate,0.013895641,d1_1969-1979,"Testing, reading comprehension"
1,test,0.011684437,d1_1969-1979,"Testing, reading comprehension"
1,readers,0.010600208,d1_1969-1979,"Testing, reading comprehension"
1,read,0.010067468,d1_1969-1979,"Testing, reading comprehension"
1,words,0.009904413,d1_1969-1979,"Testing, reading comprehension"
1,time,0.008751661,d1_1969-1979,"Testing, reading comprehension"
1,passage,0.008644463,d1_1969-1979,"Testing, reading comprehension"
1,passages,0.00763317,d1_1969-1979,"Testing, reading comprehension"
1,word,0.007500956,d1_1969-1979,"Testing, reading comprehension"
1,difficulty,0.0067496,d1_1969-1979,"Testing, reading comprehension"
1,speed,0.006222861,d1_1969-1979,"Testing, reading comprehension"
1,information,0.005787343,d1_1969-1979,"Testing, reading comprehension"
1,material,0.005676904,d1_1969-1979,"Testing, reading comprehension"
1,comprehension,0.005604337,d1_1969-1979,"Testing, reading comprehension"
1,reader,0.004945955,d1_1969-1979,"Testing, reading comprehension"
1,flexibility,0.004892418,d1_1969-1979,"Testing, reading comprehension"
1,research,0.004712627,d1_1969-1979,"Testing, reading comprehension"
1,level,0.004521816,d1_1969-1979,"Testing, reading comprehension"
1,eye,0.004464721,d1_1969-1979,"Testing, reading comprehension"
1,students,0.00443296,d1_1969-1979,"Testing, reading comprehension"
1,results,0.004365018,d1_1969-1979,"Testing, reading comprehension"
1,subjects,0.004320417,d1_1969-1979,"Testing, reading comprehension"
1,carver,0.004262928,d1_1969-1979,"Testing, reading comprehension"
1,materials,0.003961251,d1_1969-1979,"Testing, reading comprehension"
1,prose,0.003774021,d1_1969-1979,"Testing, reading comprehension"
1,subject,0.003720405,d1_1969-1979,"Testing, reading comprehension"
1,scanning,0.003455368,d1_1969-1979,"Testing, reading comprehension"
1,questions,0.003342911,d1_1969-1979,"Testing, reading comprehension"
1,type,0.003157199,d1_1969-1979,"Testing, reading comprehension"
2,reading,0.040633873,d1_1969-1979,Study skills testing
2,factor,0.017711134,d1_1969-1979,Study skills testing
2,test,0.017010867,d1_1969-1979,Study skills testing
2,comprehension,0.015804293,d1_1969-1979,Study skills testing
2,tests,0.012569903,d1_1969-1979,Study skills testing
2,analysis,0.007823098,d1_1969-1979,Study skills testing
2,factors,0.007820371,d1_1969-1979,Study skills testing
2,variables,0.007592996,d1_1969-1979,Study skills testing
2,ability,0.007415084,d1_1969-1979,Study skills testing
2,research,0.006424924,d1_1969-1979,Study skills testing
2,critical,0.006082581,d1_1969-1979,Study skills testing
2,variance,0.005256757,d1_1969-1979,Study skills testing
2,study,0.005145292,d1_1969-1979,Study skills testing
2,skills,0.005142629,d1_1969-1979,Study skills testing
2,correlations,0.005033139,d1_1969-1979,Study skills testing
2,grade,0.004589066,d1_1969-1979,Study skills testing
2,measures,0.004256579,d1_1969-1979,Study skills testing
2,scores,0.004098877,d1_1969-1979,Study skills testing
2,thinking,0.0040809,d1_1969-1979,Study skills testing
2,data,0.004046783,d1_1969-1979,Study skills testing
2,table,0.004033792,d1_1969-1979,Study skills testing
2,vocabulary,0.003969535,d1_1969-1979,Study skills testing
2,items,0.00395881,d1_1969-1979,Study skills testing
2,level,0.003946728,d1_1969-1979,Study skills testing
2,verbal,0.003885205,d1_1969-1979,Study skills testing
2,variable,0.003788455,d1_1969-1979,Study skills testing
2,subtests,0.00378792,d1_1969-1979,Study skills testing
2,correlation,0.003709375,d1_1969-1979,Study skills testing
2,measure,0.003570772,d1_1969-1979,Study skills testing
2,results,0.003417297,d1_1969-1979,Study skills testing
3,reading,0.021044821,d1_1969-1979,Instructional programs and interventions
3,education,0.007682852,d1_1969-1979,Instructional programs and interventions
3,learning,0.00747849,d1_1969-1979,Instructional programs and interventions
3,research,0.006738899,d1_1969-1979,Instructional programs and interventions
3,program,0.005847442,d1_1969-1979,Instructional programs and interventions
3,school,0.005497032,d1_1969-1979,Instructional programs and interventions
3,teacher,0.004976008,d1_1969-1979,Instructional programs and interventions
3,adult,0.00497372,d1_1969-1979,Instructional programs and interventions
3,read,0.004574278,d1_1969-1979,Instructional programs and interventions
3,educational,0.004464426,d1_1969-1979,Instructional programs and interventions
3,materials,0.003895217,d1_1969-1979,Instructional programs and interventions
3,programs,0.003811364,d1_1969-1979,Instructional programs and interventions
3,teaching,0.00374066,d1_1969-1979,Instructional programs and interventions
3,students,0.00364742,d1_1969-1979,Instructional programs and interventions
3,development,0.003602419,d1_1969-1979,Instructional programs and interventions
3,children,0.003385044,d1_1969-1979,Instructional programs and interventions
3,teachers,0.003225276,d1_1969-1979,Instructional programs and interventions
3,literature,0.003106338,d1_1969-1979,Instructional programs and interventions
3,time,0.003025466,d1_1969-1979,Instructional programs and interventions
3,nrc,0.002972032,d1_1969-1979,Instructional programs and interventions
3,college,0.00290002,d1_1969-1979,Instructional programs and interventions
3,student,0.00287507,d1_1969-1979,Instructional programs and interventions
3,people,0.002770811,d1_1969-1979,Instructional programs and interventions
3,basic,0.002685894,d1_1969-1979,Instructional programs and interventions
3,training,0.002619342,d1_1969-1979,Instructional programs and interventions
3,books,0.002530419,d1_1969-1979,Instructional programs and interventions
3,behavior,0.002449245,d1_1969-1979,Instructional programs and interventions
3,skills,0.002416862,d1_1969-1979,Instructional programs and interventions
3,own,0.002345321,d1_1969-1979,Instructional programs and interventions
3,literacy,0.002218846,d1_1969-1979,Instructional programs and interventions
4,reading,0.026606609,d1_1969-1979,Grammar
4,language,0.014378749,d1_1969-1979,Grammar
4,sentence,0.008384504,d1_1969-1979,Grammar
4,word,0.007913322,d1_1969-1979,Grammar
4,process,0.007179015,d1_1969-1979,Grammar
4,reader,0.007019699,d1_1969-1979,Grammar
4,meaning,0.006812781,d1_1969-1979,Grammar
4,words,0.00674387,d1_1969-1979,Grammar
4,theory,0.006050648,d1_1969-1979,Grammar
4,models,0.006025427,d1_1969-1979,Grammar
4,research,0.005767632,d1_1969-1979,Grammar
4,model,0.005388272,d1_1969-1979,Grammar
4,comprehension,0.004715981,d1_1969-1979,Grammar
4,structure,0.00450142,d1_1969-1979,Grammar
4,grammatical,0.004071395,d1_1969-1979,Grammar
4,linguistic,0.003974437,d1_1969-1979,Grammar
4,sentences,0.003953009,d1_1969-1979,Grammar
4,syntactic,0.003948527,d1_1969-1979,Grammar
4,analysis,0.003747002,d1_1969-1979,Grammar
4,speech,0.003731607,d1_1969-1979,Grammar
4,semantic,0.003377568,d1_1969-1979,Grammar
4,context,0.003286595,d1_1969-1979,Grammar
4,information,0.003261002,d1_1969-1979,Grammar
4,miscues,0.003231118,d1_1969-1979,Grammar
4,text,0.003119124,d1_1969-1979,Grammar
4,read,0.002894437,d1_1969-1979,Grammar
4,processes,0.002658906,d1_1969-1979,Grammar
4,oral,0.00263697,d1_1969-1979,Grammar
4,university,0.002609252,d1_1969-1979,Grammar
4,english,0.002523406,d1_1969-1979,Grammar
5,reading,0.030049475,d1_1969-1979,Experiments
5,study,0.009042527,d1_1969-1979,Experiments
5,research,0.006291654,d1_1969-1979,Experiments
5,children,0.005994192,d1_1969-1979,Experiments
5,grade,0.005917869,d1_1969-1979,Experiments
5,subjects,0.00574486,d1_1969-1979,Experiments
5,sex,0.005702531,d1_1969-1979,Experiments
5,level,0.004558721,d1_1969-1979,Experiments
5,studies,0.004451138,d1_1969-1979,Experiments
5,significant,0.004172188,d1_1969-1979,Experiments
5,data,0.004143243,d1_1969-1979,Experiments
5,treatment,0.003764539,d1_1969-1979,Experiments
5,series,0.003601016,d1_1969-1979,Experiments
5,effects,0.003585233,d1_1969-1979,Experiments
5,readers,0.003512548,d1_1969-1979,Experiments
5,read,0.003456519,d1_1969-1979,Experiments
5,control,0.003371785,d1_1969-1979,Experiments
5,notes,0.003261291,d1_1969-1979,Experiments
5,effect,0.003240231,d1_1969-1979,Experiments
5,journal,0.003224023,d1_1969-1979,Experiments
5,achievement,0.003174998,d1_1969-1979,Experiments
5,analysis,0.003124224,d1_1969-1979,Experiments
5,notetaking,0.003078991,d1_1969-1979,Experiments
5,instruction,0.003005895,d1_1969-1979,Experiments
5,english,0.002987801,d1_1969-1979,Experiments
5,results,0.002923147,d1_1969-1979,Experiments
5,students,0.002916781,d1_1969-1979,Experiments
5,list,0.002882301,d1_1969-1979,Experiments
5,context,0.002861435,d1_1969-1979,Experiments
5,conditions,0.002859561,d1_1969-1979,Experiments
6,children,0.010848635,d1_1969-1979,Visual processes testing
6,visual,0.01056811,d1_1969-1979,Visual processes testing
6,words,0.010200377,d1_1969-1979,Visual processes testing
6,letter,0.010142983,d1_1969-1979,Visual processes testing
6,reading,0.010113078,d1_1969-1979,Visual processes testing
6,learning,0.009793573,d1_1969-1979,Visual processes testing
6,word,0.008423931,d1_1969-1979,Visual processes testing
6,auditory,0.007489088,d1_1969-1979,Visual processes testing
6,subjects,0.007434692,d1_1969-1979,Visual processes testing
6,training,0.007412864,d1_1969-1979,Visual processes testing
6,responses,0.006711935,d1_1969-1979,Visual processes testing
6,grade,0.006689869,d1_1969-1979,Visual processes testing
6,letters,0.006583024,d1_1969-1979,Visual processes testing
6,stimulus,0.006351793,d1_1969-1979,Visual processes testing
6,test,0.006239641,d1_1969-1979,Visual processes testing
6,significant,0.005766854,d1_1969-1979,Visual processes testing
6,study,0.005604241,d1_1969-1979,Visual processes testing
6,response,0.005034413,d1_1969-1979,Visual processes testing
6,differences,0.005001626,d1_1969-1979,Visual processes testing
6,task,0.004932024,d1_1969-1979,Visual processes testing
6,child,0.004510269,d1_1969-1979,Visual processes testing
6,stimuli,0.004250665,d1_1969-1979,Visual processes testing
6,perceptual,0.004166501,d1_1969-1979,Visual processes testing
6,journal,0.004131369,d1_1969-1979,Visual processes testing
6,research,0.004105512,d1_1969-1979,Visual processes testing
6,mean,0.004073505,d1_1969-1979,Visual processes testing
6,treatment,0.004063354,d1_1969-1979,Visual processes testing
6,table,0.004009659,d1_1969-1979,Visual processes testing
6,results,0.003841855,d1_1969-1979,Visual processes testing
6,analysis,0.003350969,d1_1969-1979,Visual processes testing
7,word,0.02873753,d1_1969-1979,Phonics and word recognition/decoding
7,words,0.027609629,d1_1969-1979,Phonics and word recognition/decoding
7,reading,0.021197256,d1_1969-1979,Phonics and word recognition/decoding
7,readers,0.014956504,d1_1969-1979,Phonics and word recognition/decoding
7,children,0.011357407,d1_1969-1979,Phonics and word recognition/decoding
7,grade,0.008125141,d1_1969-1979,Phonics and word recognition/decoding
7,letter,0.005921628,d1_1969-1979,Phonics and word recognition/decoding
7,poor,0.005875959,d1_1969-1979,Phonics and word recognition/decoding
7,errors,0.005532559,d1_1969-1979,Phonics and word recognition/decoding
7,letters,0.005494059,d1_1969-1979,Phonics and word recognition/decoding
7,read,0.004985931,d1_1969-1979,Phonics and word recognition/decoding
7,child,0.004776087,d1_1969-1979,Phonics and word recognition/decoding
7,language,0.004632752,d1_1969-1979,Phonics and word recognition/decoding
7,recognition,0.004586861,d1_1969-1979,Phonics and word recognition/decoding
7,study,0.00452794,d1_1969-1979,Phonics and word recognition/decoding
7,test,0.00438409,d1_1969-1979,Phonics and word recognition/decoding
7,task,0.004011519,d1_1969-1979,Phonics and word recognition/decoding
7,learning,0.003561892,d1_1969-1979,Phonics and word recognition/decoding
7,level,0.003474942,d1_1969-1979,Phonics and word recognition/decoding
7,subjects,0.003457349,d1_1969-1979,Phonics and word recognition/decoding
7,sound,0.00345017,d1_1969-1979,Phonics and word recognition/decoding
7,context,0.003382253,d1_1969-1979,Phonics and word recognition/decoding
7,vowel,0.003294064,d1_1969-1979,Phonics and word recognition/decoding
7,skills,0.003141415,d1_1969-1979,Phonics and word recognition/decoding
7,analysis,0.003020597,d1_1969-1979,Phonics and word recognition/decoding
7,sentence,0.00301943,d1_1969-1979,Phonics and word recognition/decoding
7,reader,0.002973435,d1_1969-1979,Phonics and word recognition/decoding
7,table,0.002886625,d1_1969-1979,Phonics and word recognition/decoding
7,decoding,0.002845684,d1_1969-1979,Phonics and word recognition/decoding
7,significant,0.002839476,d1_1969-1979,Phonics and word recognition/decoding
8,language,0.023608661,d1_1969-1979,Students' language
8,children,0.018789064,d1_1969-1979,Students' language
8,reading,0.018446852,d1_1969-1979,Students' language
8,english,0.010515089,d1_1969-1979,Students' language
8,dialect,0.006986158,d1_1969-1979,Students' language
8,study,0.006167938,d1_1969-1979,Students' language
8,child,0.006072343,d1_1969-1979,Students' language
8,oral,0.005980613,d1_1969-1979,Students' language
8,words,0.005687735,d1_1969-1979,Students' language
8,responses,0.005462743,d1_1969-1979,Students' language
8,grade,0.004906338,d1_1969-1979,Students' language
8,standard,0.004663908,d1_1969-1979,Students' language
8,sentences,0.004598925,d1_1969-1979,Students' language
8,school,0.004448684,d1_1969-1979,Students' language
8,word,0.004261443,d1_1969-1979,Students' language
8,black,0.004128877,d1_1969-1979,Students' language
8,research,0.00400471,d1_1969-1979,Students' language
8,subjects,0.0038025,d1_1969-1979,Students' language
8,differences,0.003669961,d1_1969-1979,Students' language
8,learning,0.003645563,d1_1969-1979,Students' language
8,comprehension,0.003628948,d1_1969-1979,Students' language
8,paradigmatic,0.003548691,d1_1969-1979,Students' language
8,vocabulary,0.003533157,d1_1969-1979,Students' language
8,form,0.003530728,d1_1969-1979,Students' language
8,test,0.003406546,d1_1969-1979,Students' language
8,sentence,0.003363851,d1_1969-1979,Students' language
8,read,0.003352371,d1_1969-1979,Students' language
8,students,0.003236302,d1_1969-1979,Students' language
8,university,0.003174291,d1_1969-1979,Students' language
8,written,0.003174162,d1_1969-1979,Students' language
9,recall,0.011678965,d1_1969-1979,Memory testing
9,passage,0.01094349,d1_1969-1979,Memory testing
9,information,0.010328545,d1_1969-1979,Memory testing
9,questions,0.010278402,d1_1969-1979,Memory testing
9,text,0.009988567,d1_1969-1979,Memory testing
9,learning,0.008194006,d1_1969-1979,Memory testing
9,reading,0.007295514,d1_1969-1979,Memory testing
9,comprehension,0.006853973,d1_1969-1979,Memory testing
9,structure,0.006662353,d1_1969-1979,Memory testing
9,sentence,0.005796671,d1_1969-1979,Memory testing
9,prose,0.0055568,d1_1969-1979,Memory testing
9,memory,0.005478155,d1_1969-1979,Memory testing
9,subjects,0.005342718,d1_1969-1979,Memory testing
9,research,0.005340153,d1_1969-1979,Memory testing
9,question,0.005250276,d1_1969-1979,Memory testing
9,sentences,0.005228477,d1_1969-1979,Memory testing
9,study,0.004869905,d1_1969-1979,Memory testing
9,readers,0.004793338,d1_1969-1979,Memory testing
9,time,0.004716798,d1_1969-1979,Memory testing
9,journal,0.00462069,d1_1969-1979,Memory testing
9,passages,0.004528487,d1_1969-1979,Memory testing
9,content,0.004254816,d1_1969-1979,Memory testing
9,psychology,0.004244972,d1_1969-1979,Memory testing
9,retention,0.004104863,d1_1969-1979,Memory testing
9,educational,0.003893056,d1_1969-1979,Memory testing
9,effects,0.003854732,d1_1969-1979,Memory testing
9,analysis,0.003797507,d1_1969-1979,Memory testing
9,effect,0.003726379,d1_1969-1979,Memory testing
9,semantic,0.00349243,d1_1969-1979,Memory testing
9,material,0.003431905,d1_1969-1979,Memory testing
10,test,0.023511427,d1_1969-1979,"Testing, word/sentence level"
10,reading,0.020312763,d1_1969-1979,"Testing, word/sentence level"
10,scores,0.016195756,d1_1969-1979,"Testing, word/sentence level"
10,cloze,0.014942969,d1_1969-1979,"Testing, word/sentence level"
10,comprehension,0.010772388,d1_1969-1979,"Testing, word/sentence level"
10,tests,0.009632984,d1_1969-1979,"Testing, word/sentence level"
10,grade,0.009625293,d1_1969-1979,"Testing, word/sentence level"
10,level,0.008049364,d1_1969-1979,"Testing, word/sentence level"
10,items,0.007890918,d1_1969-1979,"Testing, word/sentence level"
10,readability,0.007737918,d1_1969-1979,"Testing, word/sentence level"
10,passage,0.007666452,d1_1969-1979,"Testing, word/sentence level"
10,study,0.007153906,d1_1969-1979,"Testing, word/sentence level"
10,score,0.006628083,d1_1969-1979,"Testing, word/sentence level"
10,passages,0.006206823,d1_1969-1979,"Testing, word/sentence level"
10,subjects,0.005952983,d1_1969-1979,"Testing, word/sentence level"
10,table,0.005789751,d1_1969-1979,"Testing, word/sentence level"
10,students,0.005421608,d1_1969-1979,"Testing, word/sentence level"
10,mean,0.00477079,d1_1969-1979,"Testing, word/sentence level"
10,significant,0.004769447,d1_1969-1979,"Testing, word/sentence level"
10,procedure,0.004587802,d1_1969-1979,"Testing, word/sentence level"
10,multiple,0.004502649,d1_1969-1979,"Testing, word/sentence level"
10,results,0.004494532,d1_1969-1979,"Testing, word/sentence level"
10,gain,0.004481078,d1_1969-1979,"Testing, word/sentence level"
10,research,0.004313642,d1_1969-1979,"Testing, word/sentence level"
10,item,0.004312604,d1_1969-1979,"Testing, word/sentence level"
10,measure,0.004250417,d1_1969-1979,"Testing, word/sentence level"
10,word,0.004219709,d1_1969-1979,"Testing, word/sentence level"
10,choice,0.003952315,d1_1969-1979,"Testing, word/sentence level"
10,school,0.00394507,d1_1969-1979,"Testing, word/sentence level"
10,form,0.003943364,d1_1969-1979,"Testing, word/sentence level"
11,reading,0.052711271,d1_1969-1979,Reading skills instruction
11,students,0.024970476,d1_1969-1979,Reading skills instruction
11,skills,0.015317406,d1_1969-1979,Reading skills instruction
11,student,0.014041374,d1_1969-1979,Reading skills instruction
11,teachers,0.012243572,d1_1969-1979,Reading skills instruction
11,program,0.010690258,d1_1969-1979,Reading skills instruction
11,college,0.010112175,d1_1969-1979,Reading skills instruction
11,study,0.009555404,d1_1969-1979,Reading skills instruction
11,teacher,0.009422654,d1_1969-1979,Reading skills instruction
11,test,0.008243348,d1_1969-1979,Reading skills instruction
11,level,0.007266896,d1_1969-1979,Reading skills instruction
11,school,0.006998385,d1_1969-1979,Reading skills instruction
11,instruction,0.006832462,d1_1969-1979,Reading skills instruction
11,course,0.006083387,d1_1969-1979,Reading skills instruction
11,teaching,0.0058869,d1_1969-1979,Reading skills instruction
11,materials,0.005752848,d1_1969-1979,Reading skills instruction
11,content,0.005286483,d1_1969-1979,Reading skills instruction
11,programs,0.004779924,d1_1969-1979,Reading skills instruction
11,tests,0.004577211,d1_1969-1979,Reading skills instruction
11,achievement,0.003952231,d1_1969-1979,Reading skills instruction
11,education,0.003544936,d1_1969-1979,Reading skills instruction
11,courses,0.00351376,d1_1969-1979,Reading skills instruction
11,time,0.003463328,d1_1969-1979,Reading skills instruction
11,grade,0.003325557,d1_1969-1979,Reading skills instruction
11,university,0.003319721,d1_1969-1979,Reading skills instruction
11,objectives,0.003302226,d1_1969-1979,Reading skills instruction
11,vocabulary,0.003298249,d1_1969-1979,Reading skills instruction
11,comprehension,0.003227559,d1_1969-1979,Reading skills instruction
11,instructional,0.003195093,d1_1969-1979,Reading skills instruction
11,improvement,0.003171751,d1_1969-1979,Reading skills instruction
12,reading,0.03254032,d1_1969-1979,College reading
12,university,0.016250116,d1_1969-1979,College reading
12,study,0.015542292,d1_1969-1979,College reading
12,students,0.014954942,d1_1969-1979,College reading
12,college,0.014538499,d1_1969-1979,College reading
12,dissertation,0.011460151,d1_1969-1979,College reading
12,journal,0.00953581,d1_1969-1979,College reading
12,found,0.00853044,d1_1969-1979,College reading
12,doctoral,0.006655733,d1_1969-1979,College reading
12,test,0.006621458,d1_1969-1979,College reading
12,research,0.006004978,d1_1969-1979,College reading
12,program,0.005726529,d1_1969-1979,College reading
12,skills,0.005567402,d1_1969-1979,College reading
12,significant,0.005206086,d1_1969-1979,College reading
12,psychology,0.00495706,d1_1969-1979,College reading
12,scores,0.004950834,d1_1969-1979,College reading
12,abstracts,0.004940334,d1_1969-1979,College reading
12,educational,0.004375106,d1_1969-1979,College reading
12,comprehension,0.004338733,d1_1969-1979,College reading
12,achievement,0.004305331,d1_1969-1979,College reading
12,international,0.004256884,d1_1969-1979,College reading
12,programs,0.004247765,d1_1969-1979,College reading
12,effects,0.004233984,d1_1969-1979,College reading
12,academic,0.004161144,d1_1969-1979,College reading
12,microfilms,0.004111077,d1_1969-1979,College reading
12,review,0.004033607,d1_1969-1979,College reading
12,learning,0.004029851,d1_1969-1979,College reading
12,adult,0.003938846,d1_1969-1979,College reading
12,studies,0.003851772,d1_1969-1979,College reading
12,reported,0.003830184,d1_1969-1979,College reading
